department,leaveType,leaveDuration,month,dayOfWeek,previousLeavesTaken,ageYears,tenureMonths,attendanceReliability,status
Health & Safety,Sick Leave,1,9,0,10,38,216,89.5,Approved
Health & Safety,Sick Leave,1,9,4,11,38,216,92.8,Rejected
Administration,Casual Leave,3,9,2,10,33,156,93.0,Rejected
Administration,Casual Leave,1,9,3,1,43,156,90.3,Rejected
Health & Safety,Sick Leave,2,9,0,5,41,192,73.6,Rejected
Health & Safety,Sick Leave,1,9,1,4,40,144,98.2,Approved
Administration,Casual Leave,1,9,1,0,39,168,74.5,Rejected
Administration,Casual Leave,1,9,1,1,32,144,100.0,Rejected
Health & Safety,Sick Leave,1,9,2,11,38,216,85.2,Approved
Health & Safety,Sick Leave,4,9,2,5,41,192,83.1,Approved
Health & Safety,Sick Leave,1,9,3,12,38,216,85.0,Approved
Health & Safety,Sick Leave,1,9,4,5,40,144,84.8,Approved
Health & Safety,Sick Leave,1,9,4,8,36,132,95.6,Approved
Administration,Casual Leave,1,9,2,1,43,156,93.4,Approved
Health & Safety,Sick Leave,1,9,3,7,50,216,90.8,Approved
Administration,Casual Leave,1,9,3,2,43,156,98.0,Rejected
Health & Safety,Sick Leave,1,9,4,6,40,144,93.0,Rejected
Health & Safety,Sick Leave,5,9,0,6,40,144,86.2,Rejected
Health & Safety,Sick Leave,1,9,0,13,38,216,78.1,Approved
Operations,Annual Leave,1,10,0,10,33,156,100.0,Approved
Administration,Casual Leave,1,10,0,4,37,168,91.0,Approved
Administration,Casual Leave,1,10,0,11,33,156,94.8,Approved
Health & Safety,Sick Leave,1,10,4,12,33,156,89.5,Approved
Administration,Casual Leave,1,10,4,8,50,216,83.7,Rejected
Administration,Casual Leave,1,10,4,4,47,168,82.9,Rejected
Health & Safety,Sick Leave,1,10,0,4,30,108,78.8,Approved
Health & Safety,Sick Leave,1,10,0,10,37,120,84.5,Approved
Health & Safety,Sick Leave,1,10,0,0,31,144,89.7,Rejected
Health & Safety,Sick Leave,1,10,2,14,38,216,90.4,Approved
Health & Safety,Sick Leave,8,10,2,5,30,108,88.9,Approved
Administration,Casual Leave,1,10,2,2,43,156,83.7,Rejected
Administration,Casual Leave,2,10,3,13,33,156,81.0,Rejected
Health & Safety,Sick Leave,1,10,4,9,36,132,87.8,Rejected
Administration,Casual Leave,1,10,4,2,43,156,85.8,Rejected
Health & Safety,Sick Leave,1,10,0,2,43,156,69.4,Approved
Health & Safety,Sick Leave,1,10,1,8,50,216,78.6,Approved
Health & Safety,Sick Leave,1,10,1,6,40,144,85.8,Approved
Health & Safety,Sick Leave,2,10,3,6,30,108,86.6,Approved
Health & Safety,Sick Leave,1,10,3,9,50,216,82.6,Rejected
Health & Safety,Sick Leave,1,10,0,4,28,36,87.5,Approved
Administration,Casual Leave,1,10,1,9,36,132,97.2,Rejected
Administration,Casual Leave,1,10,1,7,40,144,86.8,Rejected
Administration,Casual Leave,1,10,1,3,29,72,77.2,Rejected
Health & Safety,Sick Leave,1,10,2,7,30,108,94.2,Approved
Health & Safety,Sick Leave,1,10,2,8,30,108,95.8,Approved
Health & Safety,Sick Leave,1,10,3,9,50,216,92.1,Rejected
Health & Safety,Sick Leave,1,11,0,11,37,120,85.5,Approved
Health & Safety,Sick Leave,1,11,0,4,47,168,80.0,Rejected
Health & Safety,Sick Leave,1,11,1,15,38,216,88.9,Approved
Health & Safety,Sick Leave,1,11,4,9,36,132,84.7,Approved
Health & Safety,Sick Leave,1,11,0,7,40,144,89.7,Approved
Health & Safety,Sick Leave,1,11,0,2,36,132,87.1,Rejected
Health & Safety,Sick Leave,10,11,0,8,34,168,87.9,Rejected
Administration,Casual Leave,1,11,0,3,43,156,87.5,Approved
Administration,Casual Leave,1,11,1,3,28,48,87.2,Rejected
Operations,Annual Leave,1,11,2,5,37,168,82.8,Approved
Health & Safety,Sick Leave,1,11,2,12,37,120,93.0,Approved
Health & Safety,Sick Leave,1,11,3,6,37,168,85.5,Approved
Health & Safety,Sick Leave,1,11,3,16,38,216,82.4,Approved
Health & Safety,Sick Leave,1,11,4,6,41,192,84.7,Approved
Health & Safety,Sick Leave,1,11,4,8,40,144,80.7,Approved
Health & Safety,Sick Leave,1,11,0,7,41,192,85.5,Approved
Health & Safety,Sick Leave,1,11,1,17,38,216,87.1,Rejected
Health & Safety,Sick Leave,1,11,2,10,36,132,80.1,Approved
Operations,Annual Leave,1,11,4,11,36,132,100.0,Approved
Administration,Casual Leave,1,11,4,2,36,132,81.1,Rejected
Administration,Casual Leave,1,11,1,1,39,168,82.1,Rejected
Health & Safety,Sick Leave,1,11,3,17,38,216,93.5,Approved
Health & Safety,Sick Leave,1,12,0,11,28,108,83.9,Rejected
Health & Safety,Sick Leave,1,12,0,18,38,216,88.5,Approved
Health & Safety,Sick Leave,1,12,0,19,38,216,85.7,Rejected
Health & Safety,Sick Leave,1,12,0,7,37,168,81.9,Approved
Health & Safety,Sick Leave,1,12,1,9,50,216,89.6,Approved
Health & Safety,Sick Leave,1,12,4,12,36,132,99.7,Rejected
Health & Safety,Sick Leave,1,12,3,8,41,192,95.3,Approved
Health & Safety,Sick Leave,1,12,3,19,38,216,90.6,Approved
Health & Safety,Sick Leave,1,12,4,20,38,216,87.4,Rejected
Health & Safety,Sick Leave,1,12,1,9,30,108,95.7,Approved
Health & Safety,Sick Leave,1,12,1,13,37,120,80.3,Rejected
Health & Safety,Sick Leave,1,12,3,8,37,168,87.4,Approved
Health & Safety,Sick Leave,1,12,1,4,43,156,90.0,Approved
Health & Safety,Sick Leave,1,12,1,9,37,168,85.9,Approved
Administration,Casual Leave,1,12,2,12,36,132,86.8,Approved
Health & Safety,Sick Leave,1,12,0,3,29,72,86.5,Approved
Health & Safety,Sick Leave,1,12,0,20,38,216,100.0,Approved
Administration,Casual Leave,1,12,0,13,33,156,84.8,Rejected
Health & Safety,Sick Leave,1,1,2,0,28,108,91.7,Approved
Administration,Casual Leave,4,1,0,0,37,120,81.0,Approved
Health & Safety,Sick Leave,1,1,0,0,34,168,91.3,Approved
Health & Safety,Sick Leave,1,1,1,0,37,168,85.1,Approved
Health & Safety,Sick Leave,1,1,1,1,34,168,77.0,Approved
Administration,Casual Leave,1,1,0,0,33,156,88.1,Approved
Health & Safety,Sick Leave,1,1,2,0,40,144,93.8,Approved
Administration,Casual Leave,1,1,0,0,43,156,91.4,Approved
Administration,Casual Leave,1,1,0,0,50,216,91.6,Approved
Health & Safety,Sick Leave,1,1,2,0,38,216,88.3,Approved
Health & Safety,Sick Leave,1,1,4,1,38,216,88.2,Approved
Health & Safety,Sick Leave,1,2,1,1,37,120,89.7,Approved
Administration,Casual Leave,1,2,2,2,38,216,83.5,Approved
Health & Safety,Sick Leave,1,2,2,1,28,108,93.5,Approved
Health & Safety,Sick Leave,1,2,4,1,33,156,97.1,Approved
Health & Safety,Sick Leave,1,2,4,0,36,132,76.2,Approved
Health & Safety,Sick Leave,1,2,4,3,38,216,93.9,Approved
Administration,Casual Leave,1,2,0,4,38,216,88.9,Approved
Health & Safety,Sick Leave,1,2,3,5,38,216,85.6,Approved
Administration,Casual Leave,1,2,3,0,41,192,89.9,Approved
Administration,Casual Leave,1,2,4,6,38,216,87.7,Approved
Health & Safety,Sick Leave,1,2,0,1,33,156,88.2,Approved
Administration,Casual Leave,1,2,0,7,38,216,93.2,Rejected
Health & Safety,Sick Leave,1,2,1,1,41,192,94.2,Rejected
Health & Safety,Sick Leave,1,2,1,1,40,144,93.1,Approved
Health & Safety,Sick Leave,2,2,2,0,29,72,97.4,Approved
Health & Safety,Sick Leave,3,2,4,1,41,192,80.0,Approved
Operations,Annual Leave,1,3,1,2,37,120,88.4,Approved
Administration,Casual Leave,2,3,2,2,41,192,79.8,Approved
Health & Safety,Sick Leave,1,3,4,3,41,192,86.5,Approved
Health & Safety,Sick Leave,1,3,4,1,36,132,85.0,Approved
Health & Safety,Sick Leave,1,3,0,7,38,216,83.9,Approved
Health & Safety,Sick Leave,1,3,0,1,37,168,82.5,Approved
Health & Safety,Sick Leave,1,3,1,1,40,204,100.0,Approved
Health & Safety,Sick Leave,1,3,1,0,36,132,96.5,Approved
Health & Safety,Sick Leave,2,3,0,8,38,216,86.9,Rejected
Health & Safety,Sick Leave,1,3,2,0,28,36,80.6,Approved
Administration,Casual Leave,1,3,2,0,31,144,92.8,Rejected
Operations,Annual Leave,1,3,3,2,37,168,83.9,Approved
Health & Safety,Sick Leave,1,3,4,1,50,216,89.7,Approved
Health & Safety,Sick Leave,1,3,1,2,50,216,80.4,Rejected
Health & Safety,Sick Leave,1,3,2,2,50,216,89.4,Approved
Administration,Casual Leave,1,3,3,3,37,168,88.7,Rejected
Administration,Casual Leave,1,3,3,4,41,192,88.6,Rejected
Administration,Casual Leave,1,3,3,3,50,216,78.6,Rejected
Health & Safety,Sick Leave,1,3,4,8,38,216,83.3,Approved
Health & Safety,Sick Leave,1,3,4,2,33,156,80.9,Approved
Administration,Casual Leave,1,3,0,2,36,132,75.2,Approved
Health & Safety,Sick Leave,1,3,1,4,41,192,87.0,Approved
Health & Safety,Sick Leave,1,4,2,9,38,216,85.2,Approved
Health & Safety,Sick Leave,1,4,4,3,36,132,85.2,Rejected
Administration,Casual Leave,1,4,4,0,28,48,96.9,Approved
Health & Safety,Sick Leave,1,4,0,0,31,144,79.8,Approved
Administration,Casual Leave,1,4,0,0,47,168,89.0,Approved
Health & Safety,Sick Leave,1,4,2,1,28,48,81.1,Rejected
Health & Safety,Sick Leave,1,4,2,10,38,216,81.5,Approved
Health & Safety,Sick Leave,1,4,0,3,50,216,85.2,Approved
Health & Safety,Sick Leave,10,4,2,4,50,216,99.5,Approved
Health & Safety,Sick Leave,1,4,4,0,43,156,83.2,Approved
Health & Safety,Sick Leave,1,4,4,3,36,132,93.2,Approved
Health & Safety,Sick Leave,1,4,0,11,38,216,81.1,Approved
Health & Safety,Sick Leave,1,4,2,3,37,120,83.3,Approved
Health & Safety,Sick Leave,2,5,0,1,43,156,91.6,Approved
Health & Safety,Sick Leave,1,5,2,1,47,168,81.0,Approved
Health & Safety,Sick Leave,1,5,0,1,31,144,87.5,Approved
Health & Safety,Sick Leave,1,5,2,0,30,108,87.4,Rejected
Health & Safety,Sick Leave,1,5,2,12,38,216,88.0,Approved
Health & Safety,Sick Leave,1,5,3,1,28,36,92.7,Approved
Health & Safety,Sick Leave,1,5,4,4,36,132,75.1,Approved
Health & Safety,Sick Leave,1,5,0,2,40,204,89.1,Approved
Health & Safety,Sick Leave,1,5,0,3,40,204,99.9,Approved
Operations,Annual Leave,1,5,2,0,58,192,86.6,Approved
Health & Safety,Sick Leave,1,5,2,2,28,108,81.9,Approved
Health & Safety,Sick Leave,1,5,4,1,28,48,80.1,Approved
Health & Safety,Sick Leave,1,5,0,0,30,108,94.4,Rejected
Health & Safety,Sick Leave,1,5,0,4,37,120,84.2,Approved
Health & Safety,Sick Leave,1,5,0,3,37,168,87.1,Approved
Health & Safety,Sick Leave,1,6,0,5,37,120,88.0,Approved
Health & Safety,Sick Leave,1,6,0,13,38,216,95.6,Approved
Health & Safety,Sick Leave,1,6,1,6,37,120,88.8,Rejected
Health & Safety,Sick Leave,1,6,3,3,28,108,88.4,Approved
Health & Safety,Sick Leave,1,6,4,5,36,132,88.7,Approved
Administration,Casual Leave,1,6,4,14,38,216,92.1,Rejected
Health & Safety,Sick Leave,5,6,0,2,40,144,80.0,Approved
Health & Safety,Sick Leave,3,6,0,14,38,216,84.8,Approved
Health & Safety,Sick Leave,1,6,1,5,41,192,89.0,Approved
Health & Safety,Sick Leave,1,6,0,15,38,216,78.1,Approved
Administration,Casual Leave,1,6,1,2,43,156,86.3,Approved
Health & Safety,Sick Leave,1,6,0,16,38,216,81.3,Rejected
Health & Safety,Sick Leave,1,6,2,4,28,108,88.9,Approved
Health & Safety,Sick Leave,1,6,2,5,50,216,85.1,Approved
Health & Safety,Sick Leave,1,6,2,16,38,216,87.8,Approved
Operations,Annual Leave,1,6,2,0,30,108,80.2,Approved
Health & Safety,Sick Leave,1,6,4,6,41,192,90.2,Approved
Health & Safety,Sick Leave,1,6,1,2,28,48,92.6,Rejected
Health & Safety,Sick Leave,1,6,1,4,37,168,87.4,Approved
Health & Safety,Sick Leave,1,7,3,1,30,108,96.1,Rejected
Health & Safety,Sick Leave,1,7,3,5,28,108,84.5,Rejected
Health & Safety,Sick Leave,1,7,4,6,36,132,81.9,Approved
Health & Safety,Sick Leave,1,7,0,0,33,96,86.1,Approved
Health & Safety,Sick Leave,1,7,4,2,28,48,84.4,Approved
Administration,Casual Leave,1,7,4,6,37,120,80.3,Approved
Administration,Casual Leave,1,7,0,7,36,132,88.2,Approved
Health & Safety,Sick Leave,1,7,1,7,37,120,83.6,Approved
Operations,Annual Leave,1,7,0,1,43,156,95.7,Approved
Health & Safety,Sick Leave,1,7,0,0,48,144,84.8,Approved
Health & Safety,Sick Leave,1,7,1,7,41,192,85.8,Approved
Health & Safety,Sick Leave,10,7,1,5,28,108,86.1,Approved
Health & Safety,Sick Leave,1,7,1,17,38,216,85.0,Approved
Health & Safety,Sick Leave,1,7,4,6,50,216,88.5,Approved
Health & Safety,Sick Leave,1,7,4,2,28,36,97.7,Approved
Health & Safety,Sick Leave,1,7,0,3,33,156,81.8,Approved
Administration,Casual Leave,1,7,0,3,43,156,85.1,Approved
Health & Safety,Sick Leave,1,7,3,3,40,144,88.1,Approved
Health & Safety,Sick Leave,1,7,3,0,39,168,88.8,Approved
Health & Safety,Sick Leave,1,8,3,18,38,216,84.4,Rejected
Health & Safety,Sick Leave,1,8,0,4,40,204,90.8,Rejected
Health & Safety,Sick Leave,1,8,1,8,41,192,85.0,Approved
Health & Safety,Sick Leave,1,8,1,8,37,120,88.7,Approved
Administration,Casual Leave,1,8,1,4,33,156,70.1,Approved
Administration,Casual Leave,1,8,1,4,43,156,91.5,Approved
Health & Safety,Sick Leave,1,8,3,4,40,144,87.6,Approved
Health & Safety,Sick Leave,1,8,0,18,38,216,89.8,Rejected
Health & Safety,Sick Leave,1,8,1,4,40,204,89.4,Approved
Health & Safety,Sick Leave,2,8,3,3,28,48,84.7,Approved
Health & Safety,Sick Leave,1,8,1,5,37,168,84.6,Approved
Health & Safety,Sick Leave,1,8,1,9,41,192,80.2,Approved
Health & Safety,Sick Leave,1,8,1,9,37,120,91.5,Approved
Health & Safety,Sick Leave,1,8,3,5,40,144,83.4,Rejected
Health & Safety,Sick Leave,1,8,0,8,36,132,81.2,Rejected
Health & Safety,Sick Leave,1,9,1,10,41,192,93.7,Approved
Health & Safety,Sick Leave,1,9,1,10,37,120,85.0,Approved
Health & Safety,Sick Leave,1,9,1,2,34,168,82.0,Approved
Health & Safety,Sick Leave,1,9,3,5,40,144,98.3,Approved
Health & Safety,Sick Leave,1,9,4,1,30,108,99.3,Approved
Health & Safety,Sick Leave,1,9,4,2,47,168,98.4,Approved
Health & Safety,Sick Leave,1,9,0,18,38,216,92.5,Rejected
Health & Safety,Sick Leave,1,9,2,6,28,108,88.0,Approved
Health & Safety,Sick Leave,1,9,0,2,30,108,86.3,Approved
Health & Safety,Sick Leave,1,9,1,2,31,144,90.3,Approved
Health & Safety,Sick Leave,1,9,1,3,28,36,92.9,Approved
Health & Safety,Sick Leave,1,10,3,0,49,348,79.0,Approved
Health & Safety,Sick Leave,1,10,3,0,32,96,94.9,Approved
Administration,Casual Leave,1,10,4,11,41,192,94.7,Rejected
Health & Safety,Sick Leave,1,10,2,1,49,348,81.5,Rejected
Health & Safety,Sick Leave,1,10,2,6,40,144,79.4,Approved
Health & Safety,Sick Leave,1,10,1,11,37,120,82.9,Approved
Health & Safety,Sick Leave,1,10,3,1,49,348,91.8,Approved
Health & Safety,Sick Leave,1,10,4,7,40,144,86.4,Rejected
Health & Safety,Sick Leave,1,10,1,7,28,108,100.0,Approved
Health & Safety,Sick Leave,1,10,1,3,31,144,76.5,Rejected
Health & Safety,Sick Leave,1,10,1,3,31,144,86.5,Approved
Health & Safety,Sick Leave,1,10,1,8,28,108,86.5,Approved
Administration,Casual Leave,1,10,1,4,31,144,89.9,Rejected
Health & Safety,Sick Leave,1,10,2,18,38,216,91.7,Approved
Health & Safety,Sick Leave,1,10,2,1,58,192,78.1,Rejected
Health & Safety,Sick Leave,1,10,2,7,40,144,87.6,Rejected
Health & Safety,Sick Leave,1,10,3,4,31,144,86.2,Approved
Health & Safety,Sick Leave,1,10,3,9,28,108,93.1,Rejected
Health & Safety,Sick Leave,1,10,4,5,31,144,94.7,Approved
Health & Safety,Sick Leave,1,10,4,9,28,108,95.6,Approved
Health & Safety,Sick Leave,1,10,0,2,33,156,81.1,Rejected
Health & Safety,Sick Leave,1,10,0,1,32,96,84.7,Rejected
Health & Safety,Sick Leave,1,10,0,3,47,168,84.2,Approved
Administration,Casual Leave,1,10,0,10,28,108,87.4,Rejected
Health & Safety,Sick Leave,1,10,1,10,28,108,81.6,Approved
Operations,Annual Leave,1,11,1,19,38,216,78.4,Rejected
Health & Safety,Sick Leave,1,11,2,12,37,120,88.7,Approved
Health & Safety,Sick Leave,3,11,2,4,28,48,92.6,Approved
Health & Safety,Sick Leave,1,11,4,19,38,216,90.7,Rejected
Health & Safety,Sick Leave,1,11,1,13,37,120,92.3,Rejected
Operations,Annual Leave,1,11,2,5,33,156,88.7,Approved
Health & Safety,Sick Leave,1,11,4,1,32,96,80.0,Approved
Health & Safety,Sick Leave,1,11,4,11,28,108,81.6,Approved
Health & Safety,Sick Leave,1,11,1,4,28,36,100.0,Rejected
Health & Safety,Sick Leave,1,11,2,7,40,144,93.8,Approved
Health & Safety,Sick Leave,1,11,3,13,37,120,87.5,Approved
Health & Safety,Sick Leave,1,11,3,12,28,108,83.1,Approved
Health & Safety,Sick Leave,1,11,0,19,38,216,86.0,Approved
Health & Safety,Sick Leave,1,11,0,14,37,120,77.7,Rejected
Health & Safety,Sick Leave,1,11,1,14,37,120,93.6,Approved
Health & Safety,Sick Leave,1,11,1,13,28,108,96.8,Approved
Administration,Casual Leave,1,11,1,8,40,144,97.4,Rejected
Administration,Casual Leave,1,11,2,6,33,156,78.1,Rejected
Health & Safety,Sick Leave,1,11,3,4,47,168,84.3,Approved
Administration,Casual Leave,1,11,3,5,43,156,91.5,Rejected
Health & Safety,Sick Leave,1,11,4,14,28,108,84.7,Approved
Administration,Casual Leave,1,11,4,6,31,144,93.2,Approved
Health & Safety,Sick Leave,1,11,0,4,28,36,79.9,Approved
Health & Safety,Sick Leave,4,12,1,20,38,216,94.0,Rejected
Health & Safety,Sick Leave,1,12,2,8,40,144,88.4,Approved
Health & Safety,Sick Leave,1,12,2,15,28,108,85.5,Approved
Health & Safety,Sick Leave,1,12,4,3,30,108,94.1,Approved
Health & Safety,Sick Leave,1,12,4,16,28,108,83.3,Rejected
Health & Safety,Sick Leave,1,12,3,5,28,36,84.6,Approved
Operations,Annual Leave,1,12,4,5,40,204,86.4,Approved
Administration,Casual Leave,1,12,4,5,43,156,82.4,Approved
Operations,Annual Leave,1,12,0,0,31,12,78.5,Approved
Health & Safety,Sick Leave,2,12,1,4,30,108,96.2,Approved
Health & Safety,Sick Leave,1,12,1,16,28,108,88.1,Approved
Health & Safety,Sick Leave,1,12,3,17,28,108,83.4,Rejected
Health & Safety,Sick Leave,1,12,0,17,28,108,93.6,Rejected
Operations,Annual Leave,10,12,1,3,34,168,92.6,Rejected
Health & Safety,Sick Leave,3,1,0,0,30,108,84.7,Approved
Health & Safety,Sick Leave,2,1,3,1,30,108,88.9,Approved
Health & Safety,Sick Leave,1,1,3,0,40,204,85.7,Approved
Health & Safety,Sick Leave,1,1,4,1,40,204,83.8,Approved
Health & Safety,Sick Leave,1,1,0,2,30,108,85.8,Rejected
Health & Safety,Sick Leave,1,1,2,2,40,204,89.1,Approved
Health & Safety,Sick Leave,1,1,3,0,49,348,88.1,Approved
Operations,Annual Leave,1,1,4,3,40,204,87.3,Approved
Administration,Casual Leave,1,1,0,2,30,108,89.1,Approved
Operations,Annual Leave,1,1,1,0,34,168,94.0,Approved
Administration,Casual Leave,1,1,2,3,30,108,94.1,Approved
Administration,Casual Leave,1,1,2,0,38,216,90.0,Approved
Health & Safety,Sick Leave,1,1,2,0,33,156,98.7,Approved
Administration,Casual Leave,1,1,3,1,38,216,100.0,Approved
Administration,Casual Leave,1,1,4,2,38,216,98.4,Approved
Health & Safety,Sick Leave,1,2,1,3,38,216,83.1,Rejected
Health & Safety,Sick Leave,1,2,1,0,28,108,95.8,Approved
Health & Safety,Sick Leave,1,2,2,0,47,168,100.0,Approved
Administration,Casual Leave,1,2,2,3,38,216,90.9,Approved
Health & Safety,Sick Leave,1,2,3,1,28,108,79.2,Approved
Administration,Casual Leave,1,2,3,4,38,216,95.9,Approved
Administration,Casual Leave,1,2,3,4,30,108,81.9,Approved
Health & Safety,Sick Leave,1,2,4,0,41,180,86.8,Approved
Administration,Casual Leave,1,2,4,5,38,216,84.6,Approved
Administration,Casual Leave,1,2,0,0,31,12,84.9,Approved
Administration,Casual Leave,1,2,0,6,38,216,85.2,Rejected
Health & Safety,Sick Leave,1,2,1,2,28,108,99.1,Rejected
Administration,Casual Leave,1,2,2,6,38,216,94.1,Approved
Administration,Casual Leave,1,2,3,7,38,216,80.3,Approved
Health & Safety,Sick Leave,1,2,3,2,28,108,85.5,Rejected
Health & Safety,Sick Leave,1,2,3,5,30,108,85.3,Approved
Health & Safety,Sick Leave,1,2,4,4,40,204,87.3,Approved
Administration,Casual Leave,1,2,4,8,38,216,92.5,Approved
Health & Safety,Sick Leave,1,2,2,1,31,12,93.1,Approved
Administration,Casual Leave,1,2,2,6,30,108,83.4,Approved
Health & Safety,Sick Leave,1,2,3,9,38,216,90.6,Rejected
Health & Safety,Sick Leave,1,2,0,1,34,168,99.1,Approved
Health & Safety,Sick Leave,1,2,0,0,32,96,90.9,Approved
Health & Safety,Sick Leave,1,2,0,2,28,108,88.7,Approved
Administration,Casual Leave,1,2,1,9,38,216,95.0,Rejected
Health & Safety,Sick Leave,1,2,1,1,47,168,100.0,Approved
Health & Safety,Sick Leave,1,2,1,3,28,108,88.8,Approved
Health & Safety,Sick Leave,1,2,4,1,32,96,82.7,Approved
Administration,Casual Leave,1,3,0,9,38,216,88.9,Approved
Health & Safety,Sick Leave,1,3,0,2,47,168,85.0,Approved
Health & Safety,Sick Leave,1,3,1,0,58,192,86.2,Approved
Health & Safety,Sick Leave,1,3,1,3,47,168,83.7,Approved
Health & Safety,Sick Leave,10,3,1,1,58,192,97.8,Approved
Administration,Casual Leave,1,3,2,10,38,216,85.3,Approved
Administration,Casual Leave,1,3,3,4,28,108,91.6,Approved
Administration,Casual Leave,1,3,3,11,38,216,76.1,Approved
Health & Safety,Sick Leave,1,3,3,5,28,108,90.0,Approved
Administration,Casual Leave,1,3,4,7,30,108,99.9,Approved
Health & Safety,Sick Leave,1,3,0,2,32,96,87.1,Approved
Administration,Casual Leave,1,3,0,0,28,36,90.8,Rejected
Health & Safety,Sick Leave,1,3,1,12,38,216,95.0,Approved
Administration,Casual Leave,1,3,4,8,30,108,83.8,Rejected
Health & Safety,Sick Leave,1,3,0,13,38,216,84.5,Approved
Health & Safety,Sick Leave,1,3,0,4,47,168,89.6,Approved
Administration,Casual Leave,1,3,0,14,38,216,90.5,Approved
Health & Safety,Sick Leave,1,3,0,6,28,108,92.2,Approved
Administration,Casual Leave,1,3,1,15,38,216,100.0,Rejected
Health & Safety,Sick Leave,1,3,2,1,33,156,92.0,Approved
Health & Safety,Sick Leave,1,3,2,2,58,192,97.5,Approved
Health & Safety,Sick Leave,1,3,3,5,47,168,82.1,Approved
Health & Safety,Sick Leave,1,3,4,8,30,108,88.5,Approved
Administration,Casual Leave,1,3,4,15,38,216,90.3,Approved
Administration,Casual Leave,1,3,1,16,38,216,91.2,Approved
Health & Safety,Sick Leave,1,3,2,0,46,288,88.3,Approved
Health & Safety,Sick Leave,3,3,2,2,34,168,93.2,Rejected
Administration,Casual Leave,1,3,2,17,38,216,96.3,Approved
Administration,Casual Leave,1,3,3,18,38,216,91.6,Approved
Health & Safety,Sick Leave,1,3,0,9,30,108,78.0,Approved
Administration,Casual Leave,10,3,0,2,33,156,84.1,Approved
Health & Safety,Sick Leave,1,3,2,0,31,144,89.3,Approved
Health & Safety,Sick Leave,1,4,0,7,28,108,88.5,Approved
Health & Safety,Sick Leave,1,4,0,0,37,120,90.9,Approved
Administration,Casual Leave,1,4,1,0,28,36,93.2,Approved
Administration,Casual Leave,1,4,2,6,47,168,86.3,Rejected
Health & Safety,Sick Leave,1,4,3,0,33,156,86.5,Approved
Administration,Casual Leave,1,4,4,10,30,108,94.6,Approved
Health & Safety,Sick Leave,3,4,0,1,31,144,79.1,Approved
Operations,Annual Leave,1,4,1,5,40,204,84.1,Approved
Health & Safety,Sick Leave,1,4,1,0,50,216,95.1,Rejected
Health & Safety,Sick Leave,1,4,1,1,28,36,94.7,Approved
Health & Safety,Sick Leave,1,4,2,1,37,120,85.4,Approved
Health & Safety,Sick Leave,1,4,4,0,37,168,94.2,Approved
Administration,Casual Leave,1,4,0,8,28,108,90.5,Approved
Operations,Annual Leave,1,4,1,3,32,96,83.4,Approved
Health & Safety,Sick Leave,1,4,1,2,34,168,97.9,Approved
Administration,Casual Leave,1,4,3,9,28,108,88.7,Approved
